Tiempo,Posición X,Posición Y,Posición Z,Objetivo X,Objetivo Y,Objetivo Z
7.392,1.999999999999989,18.000000000000195,2.042256156081461,3.0,10.0,6.0
7.424,1.9999999999999896,18.0000000000002,2.042742396092015,3.0,10.0,6.0
7.456,1.9999999999999902,18.000000000000203,2.043182426643528,3.0,10.0,6.0
7.488,1.999999999999991,18.000000000000203,2.0435747673753935,3.0,10.0,6.0
7.5200000000000005,1.9999999999999916,18.000000000000203,2.0439181716650046,3.0,10.0,6.0
7.5520000000000005,1.9999999999999922,18.000000000000203,2.0442116207111174,3.0,10.0,6.0
7.5840000000000005,1.999999999999993,18.000000000000203,2.0444543171953553,3.0,10.0,6.0
7.6160000000000005,1.9999999999999936,18.0000000000002,2.044645678555227,3.0,10.0,6.0
7.648000000000001,1.9999999999999944,18.000000000000195,2.04478532990189,3.0,10.0,6.0
7.68,1.9999999999999953,18.000000000000192,2.0448730966156563,3.0,10.0,6.0
7.712,1.9999999999999962,18.000000000000192,2.0449089966519534,3.0,10.0,6.0
7.744,1.9999999999999971,18.000000000000192,2.0448932325900535,3.0,10.0,6.0
7.776,1.999999999999998,18.000000000000192,2.0448261834564674,3.0,10.0,6.0
7.808,1.999999999999999,18.000000000000192,2.044708396354362,3.0,10.0,6.0
7.84,1.9999999999999998,18.000000000000192,2.0445405779298054,3.0,10.0,6.0
7.872,2.000000000000001,18.000000000000192,2.044323585704983,3.0,10.0,6.0
7.904,2.000000000000002,18.00000000000019,2.044058419307859,3.0,10.0,6.0
7.936,2.0000000000000036,18.000000000000185,2.04374621162698,3.0,10.0,6.0
7.968,2.0000000000000044,18.00000000000018,2.0433882199193403,3.0,10.0,6.0
8.0,2.0000000000000053,18.000000000000178,2.0429858168983586,3.0,10.0,6.0
8.032,2.000000000000006,18.000000000000174,2.0425404818281363,3.0,10.0,6.0
8.064,2.000000000000007,18.00000000000017,2.0420537916492196,3.0,10.0,6.0
8.096,2.000000000000008,18.00000000000017,2.0415274121601215,3.0,10.0,6.0
8.128,2.000000000000009,18.00000000000017,2.040963089277848,3.0,10.0,6.0
8.16,2.0000000000000098,18.00000000000017,2.040362640399632,3.0,10.0,6.0
8.192,2.0000000000000107,18.00000000000017,2.039727945887014,3.0,10.0,6.0
8.224,2.000000000000011,18.00000000000017,2.0390609406923157,3.0,10.0,6.0
8.256,2.0000000000000115,18.00000000000017,2.0383636061464387,3.0,10.0,6.0
8.288,2.000000000000012,18.00000000000017,2.0376379619258005,3.0,10.0,6.0
8.32,2.0000000000000124,18.00000000000017,2.0368860582150647,3.0,10.0,6.0
8.352,2.000000000000013,18.000000000000167,2.036109968081186,3.0,10.0,6.0
8.384,2.0000000000000133,18.000000000000163,2.03531178007312,3.0,10.0,6.0
8.416,2.0000000000000138,18.00000000000016,2.0344935910603916,3.0,10.0,6.0
8.448,2.000000000000014,18.000000000000156,2.033657499322559,3.0,10.0,6.0
8.48,2.0000000000000147,18.000000000000156,2.0328055979004476,3.0,10.0,6.0
8.512,2.000000000000015,18.000000000000156,2.031939968218879,3.0,10.0,6.0
8.544,2.0000000000000155,18.000000000000156,2.031062673989486,3.0,10.0,6.0
8.576,2.000000000000016,18.00000000000016,2.030175755401073,3.0,10.0,6.0
8.608,2.0000000000000164,18.000000000000163,2.029281223603869,3.0,10.0,6.0
8.64,2.0000000000000164,18.000000000000167,2.028381055492935,3.0,10.0,6.0
8.672,2.0000000000000164,18.000000000000167,2.027477188794918,3.0,10.0,6.0
8.704,2.0000000000000164,18.000000000000167,2.026571517461286,3.0,10.0,6.0
8.736,2.0000000000000164,18.000000000000167,2.0256658873701765,3.0,10.0,6.0
8.768,2.0000000000000164,18.000000000000167,2.0247620923379896,3.0,10.0,6.0
8.8,2.0000000000000164,18.000000000000167,2.0238618704409013,3.0,10.0,6.0
8.832,2.0000000000000164,18.000000000000167,2.0229669006455464,3.0,10.0,6.0
8.864,2.0000000000000164,18.000000000000167,2.0220787997472276,3.0,10.0,6.0
8.896,2.0000000000000164,18.00000000000017,2.021199119613157,3.0,10.0,6.0
8.928,2.0000000000000164,18.000000000000174,2.0203293447274127,3.0,10.0,6.0
8.96,2.0000000000000164,18.000000000000178,2.0194708900335216,3.0,10.0,6.0
8.992,2.0000000000000164,18.00000000000018,2.0186250990698382,3.0,10.0,6.0
9.024000000000001,2.000000000000016,18.000000000000185,2.0177932423921936,3.0,10.0,6.0
9.056000000000001,2.0000000000000155,18.000000000000185,2.016976516277635,3.0,10.0,6.0
9.088000000000001,2.000000000000015,18.000000000000185,2.0161760417024683,3.0,10.0,6.0
9.120000000000001,2.0000000000000147,18.000000000000185,2.015392863587239,3.0,10.0,6.0
9.152000000000001,2.000000000000014,18.000000000000185,2.014627950300769,3.0,10.0,6.0
9.184000000000001,2.0000000000000138,18.000000000000185,2.0138821934148874,3.0,10.0,6.0
9.216000000000001,2.0000000000000133,18.000000000000185,2.0131564077010395,3.0,10.0,6.0
9.248,2.0000000000000124,18.000000000000185,2.0124513313595904,3.0,10.0,6.0
9.28,2.0000000000000115,18.000000000000185,2.0117676264722557,3.0,10.0,6.0
9.312,2.0000000000000107,18.000000000000185,2.01110587966781,3.0,10.0,6.0
9.344,2.00000000000001,18.00000000000019,2.010466602990939,3.0,10.0,6.0
9.376,2.0000000000000098,18.000000000000192,2.009850234963883,3.0,10.0,6.0
9.408,2.0000000000000093,18.000000000000195,2.0092571418303264,3.0,10.0,6.0
9.44,2.0000000000000084,18.0000000000002,2.008687618970848,3.0,10.0,6.0
9.472,2.0000000000000075,18.0000000000002,2.0081418924791383,3.0,10.0,6.0
9.504,2.0000000000000067,18.0000000000002,2.007620120888109,3.0,10.0,6.0
9.536,2.0000000000000058,18.0000000000002,2.0071223970349985,3.0,10.0,6.0
9.568,2.000000000000005,18.0000000000002,2.006648750054566,3.0,10.0,6.0
9.6,2.000000000000004,18.000000000000195,2.0061991474895065,3.0,10.0,6.0
9.632,2.000000000000003,18.000000000000192,2.005773497507277,3.0,10.0,6.0
9.664,2.000000000000002,18.00000000000019,2.005371651212633,3.0,10.0,6.0
9.696,2.000000000000001,18.00000000000019,2.0049934050452753,3.0,10.0,6.0
9.728,1.9999999999999996,18.00000000000019,2.0046385032521874,3.0,10.0,6.0
9.76,1.9999999999999982,18.00000000000019,2.0043066404243985,3.0,10.0,6.0
